,Time,Main Contract,Sub-main Contract,Price Gap,MA20,SD,SDx2,SDx-2
66,66,3083.04,2953.55,129.48999999999978,95.62249999999999,33.14044799668597,161.90339599337193,29.341604006628046
67,67,3081.81,2986.27,95.53999999999996,92.9385,30.6514653680786,154.2414307361572,31.635569263842804
68,68,3078.42,2955.28,123.13999999999987,96.5945,29.605778681125493,155.80605736225098,37.38294263774901
69,69,3091.04,2951.94,139.0999999999999,99.806,30.5924220750997,160.9908441501994,38.621155849800594
70,70,3065.38,2948.9,116.48000000000002,98.8305,29.675204867824657,158.18090973564932,39.480090264350686
71,71,3073.35,2931.98,141.3699999999999,101.73150000000001,30.89318188703226,163.51786377406452,39.94513622593549
72,72,3089.64,2996.95,92.69000000000005,99.27150000000002,29.45236712406189,158.1762342481238,40.36676575187624
73,73,3119.3,3028.84,90.46000000000004,98.85900000000001,29.518344679733893,157.89568935946778,39.82231064053222
74,74,3128.35,3093.94,34.409999999999854,98.73899999999999,29.78751767894873,158.31403535789747,39.16396464210253
75,75,3127.41,3086.75,40.659999999999854,98.78949999999998,29.68274112661218,158.15498225322432,39.42401774677562
76,76,3141.17,3043.79,97.38000000000011,97.987,29.482376198600242,156.9517523972005,39.02224760279951
77,77,3116.04,3066.18,49.86000000000013,94.7665,31.0844683293086,156.9354366586172,32.597563341382795
78,78,3138.16,3056.57,81.58999999999969,95.32149999999997,30.725225753956305,156.77195150791258,33.87104849208736
79,79,3130.0,3064.27,65.73000000000002,93.81299999999996,31.42791352318912,156.6688270463782,30.957172953621722
80,80,3134.38,3012.14,122.24000000000024,93.45099999999998,31.034700256326005,155.52040051265197,31.38159948734797
81,81,3152.87,3105.58,47.289999999999964,91.17699999999998,32.70832215040598,156.59364430081195,25.760355699188025
82,82,3162.96,3052.26,110.69999999999982,90.79249999999995,32.41547370510441,155.62344741020877,25.961552589791125
83,83,3192.06,3080.34,111.7199999999998,92.66799999999994,32.49058707412121,157.64917414824237,27.68682585175752
84,84,3221.11,3111.59,109.51999999999998,94.11599999999994,32.567806900615665,159.25161380123126,28.980386198768613
85,85,3193.09,3071.75,121.34000000000015,96.03549999999996,33.00347341768104,162.04244683536206,30.02855316463787
86,86,3174.25,3050.45,123.80000000000018,95.75099999999998,32.723242166612074,161.1974843332241,30.304515666775828
87,87,3178.69,3070.61,108.07999999999993,96.37799999999997,32.83891956040482,162.0558391208096,30.700160879190335
88,88,3150.08,3024.08,126.0,96.52099999999999,32.96756570359805,162.4561314071961,30.58586859280389
89,89,3168.35,3073.3,95.04999999999973,94.31849999999997,31.407776320858098,157.13405264171615,31.502947358283777
90,90,3188.63,3051.52,137.11000000000013,95.34999999999998,32.49390258591849,160.33780517183698,30.362194828163
91,91,3184.17,3044.07,140.0999999999999,95.28649999999998,32.40034263545278,160.08718527090554,30.485814729094415
92,92,3198.18,3127.82,70.35999999999967,94.16999999999996,32.87577815769062,159.9215563153812,28.418443684618723
93,93,3218.97,3161.03,57.9399999999996,92.54399999999994,33.85844392855588,160.2608878571117,24.827112142888183
94,94,3223.8,3075.51,148.28999999999996,98.23799999999994,33.135377913548666,164.50875582709727,31.96724417290261
95,95,3219.29,3180.66,38.63000000000011,98.13649999999996,33.32360760703096,164.78371521406189,31.48928478593804
96,96,3238.93,3109.37,129.55999999999995,99.74549999999995,34.05404380887599,167.85358761775194,31.637412382247973
97,97,3225.33,3167.27,58.059999999999945,100.15549999999993,33.46611475177468,167.0877295035493,33.22327049645057
98,98,3248.87,3183.89,64.98000000000002,99.32499999999996,34.150194035050255,167.62538807010048,31.02461192989945
99,99,3280.06,3158.7,121.36000000000013,102.10649999999995,33.52976812122567,169.1660362424513,35.04696375754861
100,100,3259.4,3119.25,140.1500000000001,103.00199999999995,34.32551093651244,171.65302187302484,34.35097812697508
101,101,3253.53,3207.98,45.55000000000018,102.91499999999996,34.47602317095481,171.8670463419096,33.96295365809034
102,102,3265.57,3154.54,111.0300000000002,102.93149999999999,34.480023854400145,171.89154770880026,33.9714522911997
103,103,3258.71,3222.86,35.84999999999991,99.13799999999999,37.50329523767497,174.14459047534993,24.131409524650053
104,104,3241.11,3150.36,90.75,98.19949999999999,37.46465203853393,173.12880407706785,23.270195922932132
105,105,3221.34,3115.04,106.30000000000018,97.44749999999999,37.12512851297981,171.69775702595962,23.197242974040364
106,106,3190.09,3123.1,66.99000000000024,94.607,37.17601406962916,168.95902813925832,20.254971860741676
107,107,3166.48,3011.32,155.15999999999985,96.96099999999998,39.492425776143605,175.9458515522872,17.976148447712774
108,108,3181.68,3048.05,133.62999999999965,97.34249999999997,39.82317718100194,176.98885436200385,17.696145637996096
109,109,3163.86,3091.09,72.76999999999998,96.22849999999998,40.2005208495978,176.62954169919558,15.82745830080438
110,110,3177.46,3098.02,79.44000000000005,93.34499999999998,39.16887922828529,171.68275845657058,15.007241543429402
111,111,3150.45,3100.04,50.409999999999854,88.86049999999997,38.66522325308011,166.19094650616017,11.530053493839759
112,112,3155.49,3060.83,94.65999999999985,90.07549999999999,38.434381192255174,166.94426238451035,13.206737615489644
113,113,3133.4,3102.07,31.329999999999927,88.745,40.03273022757357,168.81046045514717,8.679539544852858
114,114,3109.27,3000.45,108.82000000000016,86.77150000000002,37.85656784773979,162.4846356954796,11.058364304520438
115,115,3085.64,3048.61,37.029999999999745,86.69149999999999,37.9651915748596,162.6218831497192,10.761116850280786
116,116,3097.37,3050.91,46.460000000000036,82.5365,37.571927128614206,157.68035425722843,7.392645742771592
117,117,3106.97,3054.15,52.81999999999971,82.27449999999999,37.76934352438708,157.81318704877415,6.7358129512258245
118,118,3084.6,2961.22,123.38000000000011,85.19449999999999,38.6100459350318,162.4145918700636,7.974408129936393
119,119,3105.27,3071.11,34.159999999999854,80.83449999999998,39.22966257887817,159.29382515775632,2.375174842243638
120,120,3083.22,2999.97,83.25,77.98949999999998,36.68212507116844,151.35375014233688,4.625249857663093
121,121,3086.61,3012.53,74.07999999999993,79.41599999999997,35.90063236505075,151.21726473010148,7.614735269898475
122,122,3080.75,2969.84,110.90999999999985,79.40999999999994,35.89508029624235,151.20016059248462,7.619839407515244
123,123,3079.21,3017.63,61.57999999999993,80.69649999999994,34.692644947035305,150.08178989407054,11.311210105929334
124,124,3064.12,2993.65,70.4699999999998,79.68249999999993,34.679705255076044,149.04191051015204,10.323089489847845
125,125,3063.81,2974.96,88.84999999999991,78.80999999999992,34.19086042851373,147.19172085702738,10.428279142972457
126,126,3034.4,2894.82,139.57999999999993,82.43949999999991,36.63554421237445,155.7105884247488,9.168411575251014
127,127,3005.27,2939.15,66.11999999999989,77.98749999999991,32.51133225507687,143.01016451015366,12.964835489846166
128,128,2979.42,2836.41,143.01000000000022,78.45649999999993,33.4114589979011,145.27941799580213,11.633582004197734
129,129,3004.45,2929.34,75.10999999999967,78.57349999999992,33.39459084390142,145.36268168780276,11.784318312197087
130,130,3014.97,2960.7,54.26999999999998,77.31499999999991,33.831632737487205,144.9782654749743,9.651734525025503
131,131,3003.81,2916.7,87.11000000000013,79.14999999999993,33.286417808564515,145.72283561712896,12.577164382870905
132,132,2974.97,2933.32,41.649999999999636,76.49949999999993,34.08728231358907,144.67406462717807,8.324935372821784
133,133,2994.31,2946.4,47.909999999999854,77.32849999999992,33.11880087376045,143.5661017475208,11.090898252479022
134,134,2980.24,2899.77,80.4699999999998,75.9109999999999,32.29649873479046,140.50399746958084,11.31800253041898
135,135,3001.7,2920.65,81.04999999999973,78.1119999999999,30.98047086047672,140.07294172095334,16.151058279046453
136,136,2974.08,2852.14,121.94000000000005,81.8859999999999,31.514562114412506,144.9151242288249,18.856875771174884
137,137,2968.43,2873.44,94.98999999999978,83.9944999999999,30.871680000489718,145.73786000097934,22.251139999020467
138,138,2955.67,2896.56,59.11000000000013,80.7809999999999,29.88543121568388,140.55186243136768,21.010137568632146
139,139,2953.6,2835.46,118.13999999999987,84.9799999999999,28.87284847304422,142.72569694608833,27.234303053911468
140,140,2965.41,2826.04,139.3699999999999,87.7859999999999,31.319232934076638,150.42446586815316,25.147534131846626
141,141,2943.47,2890.49,52.98000000000002,86.73099999999991,32.14959718172798,151.03019436345585,22.431805636543956
142,142,2968.2,2891.03,77.16999999999962,85.0439999999999,31.696093632795684,148.43618726559126,21.65181273440853
143,143,2963.75,2836.31,127.44000000000005,88.3369999999999,32.54000713292071,153.41701426584132,23.25698573415849
144,144,2988.35,2841.92,146.42999999999984,92.1349999999999,34.705725373261025,161.54645074652194,22.723549253477856
145,145,3002.69,2954.65,48.039999999999964,90.0944999999999,36.081461266213516,162.25742253242692,17.931577467572865
146,146,3014.7,2866.98,147.7199999999998,90.5014999999999,36.70948225057479,163.92046450114947,17.08253549885032
147,147,2985.16,2925.46,59.69999999999982,90.1804999999999,36.961110212734376,164.10272042546865,16.258279574531144
148,148,2976.5,2928.88,47.61999999999989,85.41099999999987,35.92523462912798,157.26146925825583,13.560530741743918
149,149,2963.11,2900.88,62.23000000000002,84.7669999999999,36.23373001122457,157.23446002244904,12.29953997755075
150,150,2940.0,2819.46,120.53999999999996,88.08049999999989,36.328063311266256,160.7366266225324,15.424373377467376
151,151,2948.53,2889.56,58.970000000000255,86.6734999999999,36.90793799584668,160.48937599169327,12.857624008306544
152,152,2949.41,2890.42,58.98999999999978,87.54049999999991,35.986802182408326,159.51410436481655,15.566895635183258
153,153,2930.83,2848.77,82.05999999999995,89.2479999999999,34.79798611837667,158.84397223675325,19.652027763246565
154,154,2916.47,2773.56,142.90999999999985,92.36999999999992,36.71706630294331,165.80413260588654,18.935867394113302
155,155,2924.05,2845.1,78.95000000000027,92.26499999999994,36.75412594096352,165.77325188192697,18.756748118072906
156,156,2942.47,2865.97,76.5,89.99299999999994,36.223821487494824,162.4406429749896,17.54535702501029
157,157,2931.88,2799.95,131.9300000000003,91.83999999999996,37.414220066144544,166.66844013228905,17.011559867710872
158,158,2915.17,2786.9,128.26999999999998,95.29799999999996,37.42599020945062,170.14998041890118,20.446019581098724
159,159,2926.83,2803.9,122.92999999999984,95.53749999999995,37.59480183482816,170.7271036696563,20.34789633034363
160,160,2951.71,2821.83,129.8800000000001,95.06299999999996,37.068662903774715,169.2003258075494,20.92567419245053
161,161,2945.81,2901.62,44.190000000000055,94.62349999999996,37.641557140311924,169.9066142806238,19.340385719376116
162,162,2955.53,2887.55,67.98000000000002,94.16399999999999,37.92088598232126,170.00577196464252,18.32222803535747
163,163,2970.31,2881.2,89.11000000000013,92.24749999999999,37.11055288629252,166.46860577258502,18.026394227414954
164,164,2994.96,2857.19,137.76999999999998,91.8145,36.49042736404338,164.79535472808675,18.83364527191324
165,165,3005.44,2888.23,117.21000000000004,95.273,35.384336870845445,166.0416737416909,24.504326258309106
166,166,3031.89,2986.41,45.48000000000002,90.16100000000002,34.78882063325274,159.7386412665055,20.583358733494535
167,167,3022.49,2880.43,142.05999999999995,94.27900000000002,35.85163431641428,165.98226863282858,22.57573136717147
168,168,3030.95,2918.8,112.14999999999964,97.50550000000001,34.30172490292269,166.10894980584538,28.902050194154626
169,169,3053.99,2913.51,140.47999999999956,101.41799999999998,34.5282888749439,170.47457774988777,32.361422250112184
170,170,3031.7,2998.35,33.34999999999991,97.05849999999998,37.3738924180193,171.80628483603857,22.310715163961376
171,171,3054.44,2999.46,54.98000000000002,96.85899999999997,37.59788570483294,172.05477140966585,21.663228590334086
172,172,3027.26,2891.03,136.23000000000002,100.72099999999998,37.470081243854395,175.66116248770876,25.780837512291185
173,173,3046.63,2915.62,131.01000000000022,103.1685,37.78437316571909,178.73724633143817,27.599753668561817
174,174,3069.18,2955.62,113.55999999999995,101.701,36.71443397500853,175.12986795001706,28.27213204998293
175,175,3079.0,2965.08,113.92000000000007,103.44949999999999,36.405316626616624,176.26013325323322,30.638866746766737
176,176,3072.84,2956.07,116.76999999999998,105.463,35.94708905570722,177.35717811141444,33.56882188858556
177,177,3048.87,2899.48,149.38999999999987,106.33599999999997,36.82498270982546,179.98596541965088,32.686034580349045
178,178,3079.05,3029.79,49.26000000000022,102.38549999999998,38.5459043458848,179.47730869176957,25.29369130823038
179,179,3094.75,2977.15,117.59999999999991,102.11899999999999,38.414588909067184,178.94817781813435,25.289822181865617
180,180,3095.37,3036.56,58.809999999999945,98.56549999999997,38.99418397591318,176.55386795182633,20.57713204817361
181,181,3075.25,2936.86,138.38999999999987,103.27549999999997,37.749865872888186,178.77523174577635,27.775768254223593
182,182,3094.01,2945.5,148.51000000000022,107.30199999999998,38.08033663053327,183.46267326106653,31.141326738933444
183,183,3086.58,3012.5,74.07999999999993,106.55049999999997,38.602962863517384,183.75642572703475,29.344574272965204
184,184,3071.15,2997.44,73.71000000000004,103.34749999999997,38.533815071276884,180.41513014255372,26.2798698574462
185,185,3057.02,2925.57,131.44999999999982,104.05949999999996,38.93292876013955,181.92535752027908,26.19364247972085
186,186,3066.5,2962.24,104.26000000000022,106.99849999999996,36.4153046591821,179.82910931836415,34.16789068163577
187,187,3060.37,2980.8,79.56999999999971,103.87399999999995,35.92622387762539,175.72644775525072,32.021552244749174
188,188,3077.51,2985.18,92.33000000000038,102.883,35.95926629718099,174.80153259436196,30.96446740563802
189,189,3093.82,2982.44,111.38000000000011,101.42800000000003,34.9319879947185,171.29197598943702,31.56402401056303
190,190,3095.68,3049.24,46.440000000000055,102.08250000000002,33.689863050603506,169.46222610120702,34.70277389879301
191,191,3120.14,3085.82,34.31999999999971,101.04950000000001,35.47934884511954,172.0081976902391,30.09080230976093
192,192,3135.12,2997.17,137.94999999999982,101.13550000000001,35.571078653576805,172.27765730715362,29.993342692846397
193,193,3125.09,3071.96,53.13000000000011,97.2415,36.382115802453775,170.00573160490757,24.47726839509245
194,194,3113.21,3010.47,102.74000000000024,96.7005,36.206712880784664,169.11392576156933,24.287074238430677
195,195,3084.57,3019.79,64.7800000000002,94.24350000000001,36.64140974577661,167.52631949155324,20.960680508446785
196,196,3092.9,3037.23,55.67000000000007,91.18850000000002,37.20715583056569,165.6028116611314,16.77418833886864
197,197,3099.4,3000.22,99.18000000000029,88.67800000000004,34.68161481701493,158.0412296340299,19.314770365970176
198,198,3126.05,3044.77,81.2800000000002,90.27900000000004,33.484608703104186,157.24821740620843,23.309782593791667
199,199,3117.61,3073.96,43.65000000000009,86.58150000000005,34.379888440926145,155.34127688185234,17.82172311814776
200,200,3140.06,3055.28,84.77999999999975,87.88000000000004,33.76063185365309,155.4012637073062,20.358736292693862
201,201,3134.72,3015.6,119.11999999999989,86.91650000000004,32.49448200524937,151.90546401049878,21.927535989501308
202,202,3151.33,3047.34,103.98999999999978,84.69050000000001,29.433761044258787,143.5580220885176,25.82297791148244
203,203,3126.43,3095.17,31.259999999999764,82.54950000000001,31.715127965091146,145.9797559301823,19.119244069817718
204,204,3152.69,3070.72,81.97000000000025,82.96250000000002,31.64766988595728,146.25783977191458,19.667160228085457
205,205,3160.57,3015.18,145.39000000000033,83.65950000000005,32.90045919932304,149.46041839864614,17.858581601353976
206,206,3186.8,3116.69,70.11000000000013,81.95200000000004,32.660342377423575,147.2726847548472,16.63131524515289
207,207,3198.27,3041.55,156.7199999999998,85.80950000000004,36.6736927761864,159.15688555237284,12.462114447627243
208,208,3225.46,3151.27,74.19000000000005,84.90250000000003,36.72821801672676,158.35893603345355,11.446063966546518
209,209,3214.82,3179.46,35.36000000000013,81.10150000000003,37.76292198147474,156.6273439629495,5.57565603705055
210,210,3210.32,3104.38,105.94000000000005,84.07650000000004,37.228488140274074,158.5334762805482,9.619523719451891
211,211,3183.35,3122.87,60.48000000000002,85.38450000000005,35.82127748684395,157.02705497368794,13.741945026312152
212,212,3201.81,3121.76,80.04999999999973,82.48950000000005,33.62159322988413,149.7326864597683,15.246313540231796
213,213,3185.8,3147.57,38.23000000000002,81.74450000000004,34.460993735098924,150.6664874701979,12.822512529802196
214,214,3172.1,3026.18,145.92000000000007,83.90350000000004,37.09738241226874,158.09826482453752,9.70873517546255
215,215,3188.59,3137.57,51.01999999999998,83.21550000000002,37.59496697487719,158.4054339497544,8.025566050245644
216,216,3181.26,3054.01,127.25,86.79450000000001,38.236347474071,163.26719494814202,10.321805051858007
217,217,3151.36,3066.27,85.09000000000015,86.09,38.125778956667,162.341557913334,9.838442086666007
218,218,3161.44,3126.66,34.7800000000002,83.76500000000001,39.8149620778817,163.39492415576342,4.13507584423661
219,219,3181.04,3139.69,41.34999999999991,83.65,39.940052051727946,163.5301041034559,3.7698958965441136
220,220,3149.87,3008.13,141.73999999999978,86.498,42.002441357616334,170.50288271523266,2.4931172847673366
221,221,3131.6,3084.63,46.9699999999998,82.8905,42.15128348860616,167.1930669772123,-1.4120669772123193
222,222,3142.25,3095.12,47.13000000000011,80.04750000000001,42.56873993597699,165.184979871954,-5.089979871953972
223,223,3144.76,3056.71,88.05000000000018,82.88700000000003,41.008612330377105,164.90422466075424,0.8697753392458196
224,224,3149.48,3036.1,113.38000000000011,84.45750000000002,41.56926507269776,167.59603014539556,1.3189698546045037
225,225,3160.5,3056.2,104.30000000000018,82.40300000000002,39.355737908414156,161.11447581682833,3.6915241831717083
226,226,3183.26,3090.95,92.3100000000004,83.51300000000003,39.30380778392582,162.12061556785167,4.905384432148395
227,227,3167.03,3094.19,72.84000000000015,79.31900000000005,35.35820620896639,150.03541241793283,8.602587582067258
228,228,3177.48,3139.35,38.13000000000011,77.51600000000005,36.53337556983088,150.5827511396618,4.449248860338287
229,229,3167.95,3038.06,129.88999999999987,82.24250000000004,36.905408657240116,156.05331731448027,8.431682685519803
230,230,3183.16,3081.3,101.85999999999967,82.03850000000003,36.77858147789708,155.59566295579418,8.481337044205873
231,231,3201.62,3150.39,51.23000000000002,81.57600000000002,37.12052466734469,155.8170493346894,7.334950665310643
232,232,3214.43,3175.86,38.56999999999971,79.50200000000002,38.34874012889711,156.19948025779425,2.804519742205798
233,233,3230.82,3146.82,84.0,81.79050000000002,37.10156819993916,155.99363639987834,7.587363600121705
234,234,3246.33,3197.64,48.690000000000055,76.92900000000002,34.537826387584765,146.00465277516955,7.853347224830486
235,235,3252.17,3219.65,32.51999999999998,76.00400000000002,35.50251146045867,147.00902292091735,4.998977079082678
236,236,3256.72,3106.91,149.80999999999995,77.13200000000002,37.5176193835713,152.16723876714263,2.0967612328574177
237,237,3242.39,3128.91,113.48000000000002,78.5515,38.36213268246914,155.27576536493828,1.8272346350617283
238,238,3251.79,3092.45,159.34000000000015,84.77950000000001,40.90842732314006,166.59635464628013,2.9626453537198927
239,239,3248.21,3170.25,77.96000000000004,86.61000000000001,39.66296071439422,165.93592142878845,7.28407857121158
240,240,3216.38,3090.94,125.44000000000005,85.79500000000003,38.62438969028987,163.04377938057976,8.546220619420296
241,241,3243.4,3126.64,116.76000000000022,89.28450000000005,38.08090037566147,165.446300751323,13.122699248677108
242,242,3234.97,3163.8,71.16999999999962,90.48650000000002,37.04562027881444,164.57774055762889,16.39525944237114
243,243,3233.03,3168.37,64.66000000000031,89.31700000000004,37.49308611351953,164.3031722270391,14.330827772960973
244,244,3252.1,3170.8,81.29999999999973,87.71300000000001,37.09354222417756,161.90008444835513,13.525915551644886
245,245,3243.97,3110.97,133.0,89.148,38.304380620718085,165.75676124143615,12.539238758563826
246,246,3273.81,3198.51,75.29999999999973,88.29749999999997,38.41914803228095,165.13579606456187,11.459203935438069
247,247,3266.61,3224.14,42.470000000000255,86.77899999999997,39.64294347508042,166.06488695016083,7.493113049839124
248,248,3236.88,3084.75,152.1300000000001,92.47899999999997,40.4669614298927,173.41292285978537,11.545077140214573
249,249,3231.38,3127.98,103.40000000000009,91.15449999999998,39.602314987490615,170.35912997498122,11.949870025018754
250,250,3231.38,3195.83,35.55000000000018,87.83900000000001,41.394078892619696,170.6271577852394,5.050842214760621
251,251,3258.2,3150.68,107.51999999999998,90.65350000000001,40.68144556700333,172.01639113400665,9.290608865993349
252,252,3266.35,3233.69,32.659999999999854,90.35800000000002,41.09900044885202,172.55600089770405,8.159999102295984
253,253,3273.21,3204.47,68.74000000000024,89.59500000000003,41.36404445510873,172.3230889102175,6.866911089782562
254,254,3302.34,3180.15,122.19000000000005,93.27000000000002,40.799768962194165,174.86953792438834,11.670462075611695
255,255,3293.09,3204.18,88.91000000000031,96.08950000000004,38.24936001872588,172.5882200374518,19.590779962548282
256,256,3289.14,3157.57,131.5699999999997,95.17750000000004,37.10128113478166,169.38006226956335,20.97493773043672
257,257,3302.63,3253.09,49.539999999999964,91.98050000000003,38.18030623171282,168.34111246342567,15.619887536574396
258,258,3319.14,3272.67,46.4699999999998,86.33700000000002,35.97799138654806,158.29298277309613,14.381017226903893
259,259,3323.79,3240.7,83.09000000000015,86.59350000000002,35.93338460555207,158.46026921110416,14.726730788895878
260,260,3338.08,3301.36,36.7199999999998,82.1575,36.35910656579942,154.87571313159884,9.439286868401155
261,261,3322.06,3239.01,83.04999999999973,80.47199999999998,35.440352647645504,151.352705295291,9.591294704708972
262,262,3330.03,3190.17,139.86000000000013,83.90650000000001,37.74488104365942,159.39626208731886,8.416737912681171
263,263,3320.37,3167.63,152.73999999999978,88.31049999999998,40.424434699689655,169.15936939937927,7.461630600620666
264,264,3315.72,3199.67,116.04999999999973,90.04799999999997,40.85179769284139,171.75159538568275,8.344404614317199
265,265,3336.28,3276.23,60.05000000000018,86.4005,40.06405311957864,166.52860623915728,6.272393760842718
266,266,3314.93,3159.13,155.79999999999973,90.42549999999999,42.837818814564656,176.1011376291293,4.749862370870673
267,267,3337.47,3190.62,146.8499999999999,95.64449999999997,43.04571052350839,181.73592104701675,9.553078952983185
268,268,3358.83,3204.32,154.50999999999976,95.76349999999995,43.21304801427696,182.18959602855386,9.337403971446037
