Contract_Name,Time,Main_Contract_Price,Sub_Contract_Price,Price_Gap
M2101-M2105,2020-05-27 21:43:00,2877.0,2701.0,176.0
M2101-M2105,2020-05-27 21:44:00,2877.0,2701.0,176.0
M2101-M2105,2020-05-27 21:45:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 21:46:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 21:47:00,2877.0,2702.0,175.0
M2101-M2105,2020-05-27 21:48:00,2878.0,2703.0,175.0
M2101-M2105,2020-05-27 21:49:00,2878.0,2702.0,176.0
M2101-M2105,2020-05-27 21:50:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 21:51:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 21:52:00,2880.0,2702.0,178.0
M2101-M2105,2020-05-27 21:54:00,2880.0,2703.0,177.0
M2101-M2105,2020-05-27 21:55:00,2879.0,2702.0,177.0
M2101-M2105,2020-05-27 21:56:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 21:57:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 21:58:00,2878.0,2702.0,176.0
M2101-M2105,2020-05-27 21:59:00,2880.0,2702.0,178.0
M2101-M2105,2020-05-27 22:00:00,2879.0,2703.0,176.0
M2101-M2105,2020-05-27 22:01:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:02:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:03:00,2879.0,2702.0,177.0
M2101-M2105,2020-05-27 22:04:00,2881.0,2702.0,179.0
M2101-M2105,2020-05-27 22:05:00,2880.0,2701.0,179.0
M2101-M2105,2020-05-27 22:06:00,2878.0,2700.0,178.0
M2101-M2105,2020-05-27 22:07:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:08:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:09:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:10:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:11:00,2879.0,2700.0,179.0
M2101-M2105,2020-05-27 22:12:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:13:00,2880.0,2701.0,179.0
M2101-M2105,2020-05-27 22:14:00,2881.0,2701.0,180.0
M2101-M2105,2020-05-27 22:15:00,2881.0,2702.0,179.0
M2101-M2105,2020-05-27 22:16:00,2881.0,2702.0,179.0
M2101-M2105,2020-05-27 22:17:00,2882.0,2702.0,180.0
M2101-M2105,2020-05-27 22:18:00,2882.0,2703.0,179.0
M2101-M2105,2020-05-27 22:19:00,2883.0,2703.0,180.0
M2101-M2105,2020-05-27 22:20:00,2881.0,2703.0,178.0
M2101-M2105,2020-05-27 22:21:00,2882.0,2704.0,178.0
M2101-M2105,2020-05-27 22:22:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:23:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:24:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:25:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:26:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:27:00,2879.0,2702.0,177.0
M2101-M2105,2020-05-27 22:29:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:30:00,2877.0,2700.0,177.0
M2101-M2105,2020-05-27 22:31:00,2876.0,2698.0,178.0
M2101-M2105,2020-05-27 22:32:00,2877.0,2699.0,178.0
M2101-M2105,2020-05-27 22:33:00,2878.0,2699.0,179.0
M2101-M2105,2020-05-27 22:34:00,2877.0,2699.0,178.0
M2101-M2105,2020-05-27 22:35:00,2877.0,2700.0,177.0
M2101-M2105,2020-05-27 22:36:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:37:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:38:00,2880.0,2702.0,178.0
M2101-M2105,2020-05-27 22:39:00,2880.0,2702.0,178.0
M2101-M2105,2020-05-27 22:40:00,2880.0,2703.0,177.0
M2101-M2105,2020-05-27 22:41:00,2880.0,2702.0,178.0
M2101-M2105,2020-05-27 22:42:00,2878.0,2701.0,177.0
M2101-M2105,2020-05-27 22:43:00,2878.0,2702.0,176.0
M2101-M2105,2020-05-27 22:44:00,2879.0,2702.0,177.0
M2101-M2105,2020-05-27 22:45:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:46:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:47:00,2880.0,2701.0,179.0
M2101-M2105,2020-05-27 22:48:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:49:00,2880.0,2701.0,179.0
M2101-M2105,2020-05-27 22:50:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:51:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:52:00,2878.0,2700.0,178.0
M2101-M2105,2020-05-27 22:53:00,2879.0,2701.0,178.0
M2101-M2105,2020-05-27 22:54:00,2878.0,2700.0,178.0
M2101-M2105,2020-05-27 22:55:00,2879.0,2700.0,179.0
M2101-M2105,2020-05-27 22:56:00,2880.0,2700.0,180.0
M2101-M2105,2020-05-27 22:57:00,2880.0,2701.0,179.0
M2101-M2105,2020-05-27 22:58:00,2879.0,2699.0,180.0
M2101-M2105,2020-05-27 22:59:00,2878.0,2699.0,179.0
M2101-M2105,2020-05-28 09:00:00,2891.0,2710.0,181.0
M2101-M2105,2020-05-28 09:01:00,2890.0,2710.0,180.0
M2101-M2105,2020-05-28 09:02:00,2892.0,2711.0,181.0
M2101-M2105,2020-05-28 09:03:00,2891.0,2710.0,181.0
M2101-M2105,2020-05-28 09:04:00,2897.0,2716.0,181.0
M2101-M2105,2020-05-28 09:05:00,2896.0,2716.0,180.0
M2101-M2105,2020-05-28 09:06:00,2898.0,2717.0,181.0
M2101-M2105,2020-05-28 09:07:00,2899.0,2719.0,180.0
M2101-M2105,2020-05-28 09:08:00,2898.0,2718.0,180.0
M2101-M2105,2020-05-28 09:09:00,2898.0,2719.0,179.0
M2101-M2105,2020-05-28 09:10:00,2896.0,2717.0,179.0
M2101-M2105,2020-05-28 09:11:00,2889.0,2711.0,178.0
M2101-M2105,2020-05-28 09:12:00,2894.0,2716.0,178.0
M2101-M2105,2020-05-28 09:13:00,2892.0,2713.0,179.0
M2101-M2105,2020-05-28 09:14:00,2893.0,2714.0,179.0
M2101-M2105,2020-05-28 09:15:00,2892.0,2714.0,178.0
M2101-M2105,2020-05-28 09:16:00,2892.0,2713.0,179.0
M2101-M2105,2020-05-28 09:17:00,2891.0,2712.0,179.0
M2101-M2105,2020-05-28 09:18:00,2890.0,2711.0,179.0
M2101-M2105,2020-05-28 09:19:00,2888.0,2709.0,179.0
M2101-M2105,2020-05-28 09:20:00,2884.0,2706.0,178.0
M2101-M2105,2020-05-28 09:21:00,2883.0,2704.0,179.0
M2101-M2105,2020-05-28 09:22:00,2883.0,2706.0,177.0
M2101-M2105,2020-05-28 09:23:00,2884.0,2706.0,178.0
M2101-M2105,2020-05-28 09:24:00,2883.0,2705.0,178.0
M2101-M2105,2020-05-28 09:25:00,2880.0,2703.0,177.0
M2101-M2105,2020-05-28 09:26:00,2878.0,2702.0,176.0
M2101-M2105,2020-05-28 09:27:00,2880.0,2704.0,176.0
M2101-M2105,2020-05-28 09:28:00,2880.0,2704.0,176.0
M2101-M2105,2020-05-28 09:29:00,2880.0,2704.0,176.0
M2101-M2105,2020-05-28 09:30:00,2882.0,2704.0,178.0
M2101-M2105,2020-05-28 09:31:00,2880.0,2704.0,176.0
M2101-M2105,2020-05-28 09:32:00,2878.0,2703.0,175.0
M2101-M2105,2020-05-28 09:33:00,2876.0,2703.0,173.0
M2101-M2105,2020-05-28 09:34:00,2876.0,2702.0,174.0
M2101-M2105,2020-05-28 09:35:00,2877.0,2703.0,174.0
M2101-M2105,2020-05-28 09:36:00,2877.0,2703.0,174.0
M2101-M2105,2020-05-28 09:37:00,2879.0,2704.0,175.0
M2101-M2105,2020-05-28 09:38:00,2876.0,2703.0,173.0
M2101-M2105,2020-05-28 09:39:00,2876.0,2702.0,174.0
M2101-M2105,2020-05-28 09:40:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 09:41:00,2877.0,2702.0,175.0
M2101-M2105,2020-05-28 09:42:00,2878.0,2703.0,175.0
M2101-M2105,2020-05-28 09:43:00,2877.0,2703.0,174.0
M2101-M2105,2020-05-28 09:44:00,2874.0,2700.0,174.0
M2101-M2105,2020-05-28 09:45:00,2873.0,2700.0,173.0
M2101-M2105,2020-05-28 09:46:00,2875.0,2701.0,174.0
M2101-M2105,2020-05-28 09:47:00,2866.0,2695.0,171.0
M2101-M2105,2020-05-28 09:48:00,2870.0,2699.0,171.0
M2101-M2105,2020-05-28 09:49:00,2872.0,2700.0,172.0
M2101-M2105,2020-05-28 09:50:00,2873.0,2699.0,174.0
M2101-M2105,2020-05-28 09:51:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 09:52:00,2873.0,2700.0,173.0
M2101-M2105,2020-05-28 09:53:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 09:54:00,2873.0,2700.0,173.0
M2101-M2105,2020-05-28 09:55:00,2873.0,2700.0,173.0
M2101-M2105,2020-05-28 09:56:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 09:57:00,2878.0,2703.0,175.0
M2101-M2105,2020-05-28 09:58:00,2873.0,2700.0,173.0
M2101-M2105,2020-05-28 09:59:00,2872.0,2700.0,172.0
M2101-M2105,2020-05-28 10:00:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 10:01:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 10:02:00,2875.0,2701.0,174.0
M2101-M2105,2020-05-28 10:03:00,2875.0,2700.0,175.0
M2101-M2105,2020-05-28 10:04:00,2875.0,2701.0,174.0
M2101-M2105,2020-05-28 10:05:00,2875.0,2701.0,174.0
M2101-M2105,2020-05-28 10:06:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 10:07:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 10:08:00,2874.0,2701.0,173.0
M2101-M2105,2020-05-28 10:09:00,2872.0,2700.0,172.0
M2101-M2105,2020-05-28 10:10:00,2871.0,2698.0,173.0
M2101-M2105,2020-05-28 10:11:00,2872.0,2698.0,174.0
M2101-M2105,2020-05-28 10:12:00,2871.0,2698.0,173.0
M2101-M2105,2020-05-28 10:13:00,2871.0,2698.0,173.0
M2101-M2105,2020-05-28 10:14:00,2868.0,2696.0,172.0
M2101-M2105,2020-05-28 10:30:00,2867.0,2696.0,171.0
M2101-M2105,2020-05-28 10:31:00,2865.0,2692.0,173.0
M2101-M2105,2020-05-28 10:32:00,2865.0,2693.0,172.0
M2101-M2105,2020-05-28 10:33:00,2865.0,2693.0,172.0
M2101-M2105,2020-05-28 10:34:00,2866.0,2694.0,172.0
M2101-M2105,2020-05-28 10:35:00,2866.0,2695.0,171.0
M2101-M2105,2020-05-28 10:36:00,2865.0,2693.0,172.0
M2101-M2105,2020-05-28 10:37:00,2865.0,2694.0,171.0
M2101-M2105,2020-05-28 10:38:00,2867.0,2694.0,173.0
M2101-M2105,2020-05-28 10:39:00,2866.0,2695.0,171.0
M2101-M2105,2020-05-28 10:40:00,2868.0,2696.0,172.0
M2101-M2105,2020-05-28 10:41:00,2868.0,2697.0,171.0
M2101-M2105,2020-05-28 10:42:00,2865.0,2695.0,170.0
M2101-M2105,2020-05-28 10:43:00,2865.0,2694.0,171.0
M2101-M2105,2020-05-28 10:44:00,2865.0,2694.0,171.0
M2101-M2105,2020-05-28 10:45:00,2865.0,2694.0,171.0
M2101-M2105,2020-05-28 10:46:00,2865.0,2695.0,170.0
M2101-M2105,2020-05-28 10:47:00,2865.0,2695.0,170.0
M2101-M2105,2020-05-28 10:48:00,2865.0,2694.0,171.0
M2101-M2105,2020-05-28 10:49:00,2865.0,2695.0,170.0
M2101-M2105,2020-05-28 10:50:00,2865.0,2695.0,170.0
M2101-M2105,2020-05-28 10:51:00,2864.0,2694.0,170.0
M2101-M2105,2020-05-28 10:52:00,2864.0,2693.0,171.0
M2101-M2105,2020-05-28 10:53:00,2863.0,2694.0,169.0
M2101-M2105,2020-05-28 10:54:00,2864.0,2694.0,170.0
M2101-M2105,2020-05-28 10:55:00,2867.0,2695.0,172.0
M2101-M2105,2020-05-28 10:56:00,2868.0,2696.0,172.0
M2101-M2105,2020-05-28 10:57:00,2867.0,2697.0,170.0
M2101-M2105,2020-05-28 10:58:00,2868.0,2696.0,172.0
M2101-M2105,2020-05-28 10:59:00,2867.0,2696.0,171.0
M2101-M2105,2020-05-28 11:00:00,2866.0,2695.0,171.0
M2101-M2105,2020-05-28 11:01:00,2865.0,2694.0,171.0
M2101-M2105,2020-05-28 11:02:00,2864.0,2693.0,171.0
M2101-M2105,2020-05-28 11:03:00,2863.0,2693.0,170.0
M2101-M2105,2020-05-28 11:04:00,2862.0,2693.0,169.0
M2101-M2105,2020-05-28 11:05:00,2863.0,2694.0,169.0
M2101-M2105,2020-05-28 11:06:00,2863.0,2693.0,170.0
M2101-M2105,2020-05-28 11:07:00,2863.0,2694.0,169.0
M2101-M2105,2020-05-28 11:08:00,2863.0,2694.0,169.0
M2101-M2105,2020-05-28 11:09:00,2862.0,2695.0,167.0
M2101-M2105,2020-05-28 11:10:00,2863.0,2695.0,168.0
M2101-M2105,2020-05-28 11:11:00,2863.0,2694.0,169.0
M2101-M2105,2020-05-28 11:12:00,2865.0,2696.0,169.0
M2101-M2105,2020-05-28 11:13:00,2863.0,2696.0,167.0
M2101-M2105,2020-05-28 11:14:00,2863.0,2695.0,168.0
M2101-M2105,2020-05-28 11:15:00,2863.0,2694.0,169.0
M2101-M2105,2020-05-28 11:16:00,2864.0,2692.0,172.0
M2101-M2105,2020-05-28 11:17:00,2863.0,2693.0,170.0
M2101-M2105,2020-05-28 11:18:00,2863.0,2693.0,170.0
M2101-M2105,2020-05-28 11:19:00,2865.0,2693.0,172.0
M2101-M2105,2020-05-28 11:20:00,2861.0,2691.0,170.0
M2101-M2105,2020-05-28 11:21:00,2860.0,2692.0,168.0
M2101-M2105,2020-05-28 11:22:00,2861.0,2692.0,169.0
M2101-M2105,2020-05-28 11:23:00,2861.0,2691.0,170.0
M2101-M2105,2020-05-28 11:24:00,2861.0,2692.0,169.0
M2101-M2105,2020-05-28 11:25:00,2859.0,2692.0,167.0
M2101-M2105,2020-05-28 11:26:00,2859.0,2691.0,168.0
M2101-M2105,2020-05-28 11:27:00,2860.0,2691.0,169.0
M2101-M2105,2020-05-28 11:28:00,2862.0,2691.0,171.0
M2101-M2105,2020-05-28 11:29:00,2864.0,2690.0,174.0
M2101-M2105,2020-05-28 13:30:00,2867.0,2694.0,173.0
M2101-M2105,2020-05-28 13:31:00,2867.0,2693.0,174.0
M2101-M2105,2020-05-28 13:32:00,2868.0,2694.0,174.0
M2101-M2105,2020-05-28 13:33:00,2870.0,2695.0,175.0
M2101-M2105,2020-05-28 13:34:00,2868.0,2694.0,174.0
M2101-M2105,2020-05-28 13:35:00,2868.0,2693.0,175.0
M2101-M2105,2020-05-28 13:36:00,2869.0,2693.0,176.0
M2101-M2105,2020-05-28 13:37:00,2868.0,2693.0,175.0
M2101-M2105,2020-05-28 13:38:00,2866.0,2691.0,175.0
M2101-M2105,2020-05-28 13:39:00,2865.0,2690.0,175.0
M2101-M2105,2020-05-28 13:40:00,2865.0,2691.0,174.0
M2101-M2105,2020-05-28 13:41:00,2866.0,2692.0,174.0
M2101-M2105,2020-05-28 13:42:00,2864.0,2691.0,173.0
M2101-M2105,2020-05-28 13:43:00,2864.0,2691.0,173.0
M2101-M2105,2020-05-28 13:44:00,2864.0,2691.0,173.0
M2101-M2105,2020-05-28 13:45:00,2863.0,2690.0,173.0
M2101-M2105,2020-05-28 13:46:00,2863.0,2691.0,172.0
M2101-M2105,2020-05-28 13:47:00,2862.0,2691.0,171.0
M2101-M2105,2020-05-28 13:48:00,2861.0,2690.0,171.0
M2101-M2105,2020-05-28 13:49:00,2861.0,2690.0,171.0
M2101-M2105,2020-05-28 13:50:00,2858.0,2689.0,169.0
M2101-M2105,2020-05-28 13:51:00,2859.0,2689.0,170.0
M2101-M2105,2020-05-28 13:52:00,2860.0,2690.0,170.0
M2101-M2105,2020-05-28 13:53:00,2861.0,2690.0,171.0
M2101-M2105,2020-05-28 13:54:00,2859.0,2689.0,170.0
M2101-M2105,2020-05-28 13:55:00,2858.0,2688.0,170.0
M2101-M2105,2020-05-28 13:56:00,2859.0,2689.0,170.0
M2101-M2105,2020-05-28 13:57:00,2858.0,2688.0,170.0
M2101-M2105,2020-05-28 13:58:00,2858.0,2689.0,169.0
M2101-M2105,2020-05-28 13:59:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:00:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:01:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 14:02:00,2859.0,2691.0,168.0
M2101-M2105,2020-05-28 14:03:00,2860.0,2691.0,169.0
M2101-M2105,2020-05-28 14:04:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 14:05:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:06:00,2856.0,2689.0,167.0
M2101-M2105,2020-05-28 14:07:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:08:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:09:00,2859.0,2691.0,168.0
M2101-M2105,2020-05-28 14:10:00,2860.0,2691.0,169.0
M2101-M2105,2020-05-28 14:11:00,2859.0,2691.0,168.0
M2101-M2105,2020-05-28 14:12:00,2859.0,2691.0,168.0
M2101-M2105,2020-05-28 14:13:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:14:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 14:15:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:16:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:17:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:18:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:19:00,2856.0,2688.0,168.0
M2101-M2105,2020-05-28 14:20:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:21:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:22:00,2857.0,2690.0,167.0
M2101-M2105,2020-05-28 14:23:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:24:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:25:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 14:26:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:27:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:28:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 14:29:00,2858.0,2691.0,167.0
M2101-M2105,2020-05-28 14:30:00,2855.0,2688.0,167.0
M2101-M2105,2020-05-28 14:31:00,2856.0,2688.0,168.0
M2101-M2105,2020-05-28 14:32:00,2855.0,2687.0,168.0
M2101-M2105,2020-05-28 14:33:00,2855.0,2689.0,166.0
M2101-M2105,2020-05-28 14:34:00,2856.0,2688.0,168.0
M2101-M2105,2020-05-28 14:35:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:36:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:37:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 14:38:00,2857.0,2690.0,167.0
M2101-M2105,2020-05-28 14:39:00,2858.0,2689.0,169.0
M2101-M2105,2020-05-28 14:40:00,2857.0,2690.0,167.0
M2101-M2105,2020-05-28 14:41:00,2856.0,2690.0,166.0
M2101-M2105,2020-05-28 14:42:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:43:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 14:44:00,2858.0,2689.0,169.0
M2101-M2105,2020-05-28 14:45:00,2856.0,2689.0,167.0
M2101-M2105,2020-05-28 14:46:00,2856.0,2689.0,167.0
M2101-M2105,2020-05-28 14:47:00,2856.0,2688.0,168.0
M2101-M2105,2020-05-28 14:48:00,2854.0,2686.0,168.0
M2101-M2105,2020-05-28 14:49:00,2855.0,2686.0,169.0
M2101-M2105,2020-05-28 14:50:00,2854.0,2686.0,168.0
M2101-M2105,2020-05-28 14:51:00,2854.0,2687.0,167.0
M2101-M2105,2020-05-28 14:52:00,2854.0,2687.0,167.0
M2101-M2105,2020-05-28 14:53:00,2854.0,2688.0,166.0
M2101-M2105,2020-05-28 14:54:00,2854.0,2687.0,167.0
M2101-M2105,2020-05-28 14:55:00,2856.0,2686.0,170.0
M2101-M2105,2020-05-28 14:56:00,2854.0,2687.0,167.0
M2101-M2105,2020-05-28 14:57:00,2853.0,2687.0,166.0
M2101-M2105,2020-05-28 14:58:00,2854.0,2686.0,168.0
M2101-M2105,2020-05-28 14:59:00,2852.0,2685.0,167.0
M2101-M2105,2020-05-28 15:00:00,2852.0,2685.0,167.0
M2101-M2105,2020-05-28 21:00:00,2854.0,2686.0,168.0
M2101-M2105,2020-05-28 21:01:00,2855.0,2687.0,168.0
M2101-M2105,2020-05-28 21:02:00,2857.0,2689.0,168.0
M2101-M2105,2020-05-28 21:03:00,2858.0,2689.0,169.0
M2101-M2105,2020-05-28 21:04:00,2861.0,2691.0,170.0
M2101-M2105,2020-05-28 21:05:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 21:06:00,2860.0,2690.0,170.0
M2101-M2105,2020-05-28 21:07:00,2861.0,2691.0,170.0
M2101-M2105,2020-05-28 21:08:00,2860.0,2691.0,169.0
M2101-M2105,2020-05-28 21:09:00,2862.0,2691.0,171.0
M2101-M2105,2020-05-28 21:10:00,2859.0,2691.0,168.0
M2101-M2105,2020-05-28 21:11:00,2859.0,2690.0,169.0
M2101-M2105,2020-05-28 21:12:00,2860.0,2690.0,170.0
M2101-M2105,2020-05-28 21:13:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 21:14:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 21:15:00,2857.0,2690.0,167.0
M2101-M2105,2020-05-28 21:16:00,2858.0,2690.0,168.0
M2101-M2105,2020-05-28 21:17:00,2857.0,2690.0,167.0
M2101-M2105,2020-05-28 21:18:00,2857.0,2690.0,167.0
M2101-M2105,2020-05-28 21:19:00,2860.0,2691.0,169.0
M2101-M2105,2020-05-28 21:20:00,2860.0,2692.0,168.0
M2101-M2105,2020-05-28 21:21:00,2860.0,2692.0,168.0
M2101-M2105,2020-05-28 21:22:00,2860.0,2692.0,168.0
M2101-M2105,2020-05-28 21:23:00,2861.0,2691.0,170.0
M2101-M2105,2020-05-28 21:24:00,2861.0,2692.0,169.0
M2101-M2105,2020-05-28 21:25:00,2861.0,2692.0,169.0
M2101-M2105,2020-05-28 21:26:00,2859.0,2692.0,167.0
M2101-M2105,2020-05-28 21:27:00,2860.0,2692.0,168.0
M2101-M2105,2020-05-28 21:28:00,2858.0,2691.0,167.0
M2101-M2105,2020-05-28 21:29:00,2856.0,2689.0,167.0
M2101-M2105,2020-05-28 21:30:00,2856.0,2688.0,168.0
M2101-M2105,2020-05-28 21:31:00,2850.0,2686.0,164.0
M2101-M2105,2020-05-28 21:32:00,2852.0,2686.0,166.0
M2101-M2105,2020-05-28 21:33:00,2850.0,2685.0,165.0
M2101-M2105,2020-05-28 21:34:00,2851.0,2685.0,166.0
M2101-M2105,2020-05-28 21:35:00,2851.0,2685.0,166.0
M2101-M2105,2020-05-28 21:36:00,2848.0,2683.0,165.0
M2101-M2105,2020-05-28 21:37:00,2844.0,2681.0,163.0
M2101-M2105,2020-05-28 21:38:00,2843.0,2679.0,164.0
M2101-M2105,2020-05-28 21:39:00,2843.0,2680.0,163.0
M2101-M2105,2020-05-28 21:40:00,2842.0,2678.0,164.0
M2101-M2105,2020-05-28 21:41:00,2840.0,2677.0,163.0
M2101-M2105,2020-05-28 21:42:00,2843.0,2679.0,164.0
M2101-M2105,2020-05-28 21:43:00,2842.0,2679.0,163.0
M2101-M2105,2020-05-28 21:44:00,2844.0,2680.0,164.0
M2101-M2105,2020-05-28 21:45:00,2846.0,2682.0,164.0
M2101-M2105,2020-05-28 21:46:00,2846.0,2681.0,165.0
M2101-M2105,2020-05-28 21:47:00,2846.0,2682.0,164.0
M2101-M2105,2020-05-28 21:48:00,2847.0,2683.0,164.0
M2101-M2105,2020-05-28 21:49:00,2847.0,2682.0,165.0
M2101-M2105,2020-05-28 21:50:00,2848.0,2683.0,165.0
M2101-M2105,2020-05-28 21:51:00,2848.0,2683.0,165.0
M2101-M2105,2020-05-28 21:52:00,2848.0,2683.0,165.0
M2101-M2105,2020-05-28 21:53:00,2849.0,2684.0,165.0
M2101-M2105,2020-05-28 21:54:00,2849.0,2684.0,165.0
